Repo,URL,File
lbbe-software/nlsMicrobio,https://github.com/lbbe-software/nlsMicrobio,codemeta.json
niuniular/MDDC,https://github.com/niuniular/MDDC,codemeta.json
LCBC-UiO/galamm,https://github.com/LCBC-UiO/galamm,codemeta.json
codemeta/codemeta,https://github.com/codemeta/codemeta,codemeta.json
ropensci/webchem,https://github.com/ropensci/webchem,codemeta.json
inrae/pgd-mmdt,https://github.com/inrae/pgd-mmdt,codemeta.json
adeverse/adephylo,https://github.com/adeverse/adephylo,codemeta.json
palaeoverse/rphylopic,https://github.com/palaeoverse/rphylopic,codemeta.json
r-spatialecology/landscapemetrics,https://github.com/r-spatialecology/landscapemetrics,codemeta.json
mpadge/spatialcluster,https://github.com/mpadge/spatialcluster,codemeta.json
apdavison/fairgraph,https://github.com/apdavison/fairgraph,codemeta.json
EMODnet/EMODnetBiocheck,https://github.com/EMODnet/EMODnetBiocheck,codemeta.json
LanguageMachines/ticcltools,https://github.com/LanguageMachines/ticcltools,codemeta.json
ellfran-7/cluefish,https://github.com/ellfran-7/cluefish,codemeta.json
jonas-ellert/linear-time-runs,https://github.com/jonas-ellert/linear-time-runs,codemeta.json
LanguageMachines/wopr,https://github.com/LanguageMachines/wopr,codemeta.json
MaRDI4NFDI/python-zbMathRest2Oai,https://github.com/MaRDI4NFDI/python-zbMathRest2Oai,codemeta.json
peterpolidoro/kicad_bom,https://github.com/peterpolidoro/kicad_bom,codemeta.json
dhersz/dhmisc,https://github.com/dhersz/dhmisc,codemeta.json
dhersz/aopcoisas,https://github.com/dhersz/aopcoisas,codemeta.json
ropensci/nuts,https://github.com/ropensci/nuts,codemeta.json
caltechlibrary/metadatatools,https://github.com/caltechlibrary/metadatatools,codemeta.json
caltechlibrary/tccon-caltechdata,https://github.com/caltechlibrary/tccon-caltechdata,codemeta.json
santikka/dosearch,https://github.com/santikka/dosearch,codemeta.json
rsdoiel/opml,https://github.com/rsdoiel/opml,codemeta.json
mateoservent/coefeasy,https://github.com/mateoservent/coefeasy,codemeta.json
rsdoiel/Artemis,https://github.com/rsdoiel/Artemis,codemeta.json
Neplex/COveR,https://github.com/Neplex/COveR,codemeta.json
rsdoiel/MakeRecipes,https://github.com/rsdoiel/MakeRecipes,codemeta.json
mmerrittsmith/rothko,https://github.com/mmerrittsmith/rothko,codemeta.json
mlsquared/Panako_Adjusted,https://github.com/mlsquared/Panako_Adjusted,codemeta.json
mpadge/gender-conscious-routing,https://github.com/mpadge/gender-conscious-routing,codemeta.json
ErwinKomen/RU-cesar,https://github.com/ErwinKomen/RU-cesar,codemeta.json
ropensci/censo2017,https://github.com/ropensci/censo2017,codemeta.json
pachadotdev/casen,https://github.com/pachadotdev/casen,codemeta.json
tessgi/tess-point,https://github.com/tessgi/tess-point,codemeta.json
green-striped-gecko/dartR,https://github.com/green-striped-gecko/dartR,codemeta.json
2xs/pipcore-mpu,https://github.com/2xs/pipcore-mpu,codemeta.json
FairRootGroup/FairMQ,https://github.com/FairRootGroup/FairMQ,codemeta.json
bioconductor-source/BioCor,https://github.com/bioconductor-source/BioCor,codemeta.json
datapumpernickel/milRex,https://github.com/datapumpernickel/milRex,codemeta.json
bioconductor-source/drugfindR,https://github.com/bioconductor-source/drugfindR,codemeta.json
bioconductor-source/treeio,https://github.com/bioconductor-source/treeio,codemeta.json
YuLab-SMU/treeio,https://github.com/YuLab-SMU/treeio,codemeta.json
inbo/movepub,https://github.com/inbo/movepub,codemeta.json
cristal-smac/ioda,https://github.com/cristal-smac/ioda,codemeta.json
ropensci/dbparser,https://github.com/ropensci/dbparser,codemeta.json
YaoYinYing/FoldDock,https://github.com/YaoYinYing/FoldDock,codemeta.json
ropensci/yfR,https://github.com/ropensci/yfR,codemeta.json
ropensci/rb3,https://github.com/ropensci/rb3,codemeta.json
jingxianwen/E3SM_v2_alpha_UMRad,https://github.com/jingxianwen/E3SM_v2_alpha_UMRad,codemeta.json
tvwenger/bayes_spec,https://github.com/tvwenger/bayes_spec,codemeta.json
INM-6/beaverdam,https://github.com/INM-6/beaverdam,codemeta.json
kuffmode/msa,https://github.com/kuffmode/msa,codemeta.json
dankelley/oceglider,https://github.com/dankelley/oceglider,codemeta.json
Clementmoreau/CPG-swimmer,https://github.com/Clementmoreau/CPG-swimmer,codemeta.json
peterpolidoro/wingbeat_detector,https://github.com/peterpolidoro/wingbeat_detector,codemeta.json
pachadotdev/canadamaps,https://github.com/pachadotdev/canadamaps,codemeta.json
pachadotdev/LSTS,https://github.com/pachadotdev/LSTS,codemeta.json
santikka/cfid,https://github.com/santikka/cfid,codemeta.json
PietrH/b3anatest,https://github.com/PietrH/b3anatest,codemeta.json
RobinDenz1/CareDensity,https://github.com/RobinDenz1/CareDensity,codemeta.json
dhermes/bezier,https://github.com/dhermes/bezier,codemeta.json
ropensci/webmockr,https://github.com/ropensci/webmockr,codemeta.json
ropensci/naijR,https://github.com/ropensci/naijR,codemeta.json
UrbanAnalyst/dodgr,https://github.com/UrbanAnalyst/dodgr,codemeta.json
jonesor/Rcompadre,https://github.com/jonesor/Rcompadre,codemeta.json
boydorr/ResearchSoftwareMetadata.jl,https://github.com/boydorr/ResearchSoftwareMetadata.jl,codemeta.json
pynucastro/pynucastro,https://github.com/pynucastro/pynucastro,codemeta.json
christophmschaefer/miluphcuda,https://github.com/christophmschaefer/miluphcuda,codemeta.json
astroumd/miriad,https://github.com/astroumd/miriad,codemeta.json
CogDisResLab/KRSA,https://github.com/CogDisResLab/KRSA,codemeta.json
jimbrig/pgres,https://github.com/jimbrig/pgres,codemeta.json
jimbrig/pkgdev,https://github.com/jimbrig/pkgdev,codemeta.json
boydorr/TraitExtraction.jl,https://github.com/boydorr/TraitExtraction.jl,codemeta.json
ropensci/charlatan,https://github.com/ropensci/charlatan,codemeta.json
AI-READI/DataElementMaps,https://github.com/AI-READI/DataElementMaps,codemeta.json
riatelab/fisheye,https://github.com/riatelab/fisheye,codemeta.json
MITDDC/plnr-1971-1982,https://github.com/MITDDC/plnr-1971-1982,codemeta.json
ropensci-review-tools/pkgmatch,https://github.com/ropensci-review-tools/pkgmatch,codemeta.json
fairdataihub/FAIR-BioRS-Docs,https://github.com/fairdataihub/FAIR-BioRS-Docs,codemeta.json
indigo-dc/udocker,https://github.com/indigo-dc/udocker,codemeta.json
ropensci/tarchetypes,https://github.com/ropensci/tarchetypes,codemeta.json
luca-giunti/gammapyXray-fork,https://github.com/luca-giunti/gammapyXray-fork,codemeta.json
ropensci/GLMMcosinor,https://github.com/ropensci/GLMMcosinor,codemeta.json
ms609/TreeDistData,https://github.com/ms609/TreeDistData,codemeta.json
pachadotdev/capybara,https://github.com/pachadotdev/capybara,codemeta.json
TCCON/GGG,https://github.com/TCCON/GGG,codemeta.json
eoap/how-to,https://github.com/eoap/how-to,codemeta.json
rorynolan/detrendr,https://github.com/rorynolan/detrendr,codemeta.json
tidyverse/tidyverse,https://github.com/tidyverse/tidyverse,codemeta.json
ashbythorpe/selenider,https://github.com/ashbythorpe/selenider,codemeta.json
benmarwick/predictSource,https://github.com/benmarwick/predictSource,codemeta.json
2xs/pip-mpu-armv7-launcher,https://github.com/2xs/pip-mpu-armv7-launcher,codemeta.json
LanguageMachines/ticcutils,https://github.com/LanguageMachines/ticcutils,codemeta.json
LanguageMachines/mbt,https://github.com/LanguageMachines/mbt,codemeta.json
gem-pasteur/macsyfinder,https://github.com/gem-pasteur/macsyfinder,codemeta.json
fair-test/denjji,https://github.com/fair-test/denjji,codemeta.json
DrMattG/SDGsR,https://github.com/DrMattG/SDGsR,codemeta.json
CLOVER-energy/CLOVER,https://github.com/CLOVER-energy/CLOVER,codemeta.json
joeroe/rintchron,https://github.com/joeroe/rintchron,codemeta.json
ropensci-books/targets,https://github.com/ropensci-books/targets,codemeta.json
cta-observatory/lstosa,https://github.com/cta-observatory/lstosa,codemeta.json
rjfarmer/pyMesa,https://github.com/rjfarmer/pyMesa,codemeta.json
apdavison/bulbnet-reproduction,https://github.com/apdavison/bulbnet-reproduction,codemeta.json
adeverse/adespatial,https://github.com/adeverse/adespatial,codemeta.json
ropensci/QuadratiK,https://github.com/ropensci/QuadratiK,codemeta.json
spablotemporal/quantrra,https://github.com/spablotemporal/quantrra,codemeta.json
mscroggs/symfem,https://github.com/mscroggs/symfem,codemeta.json
bnicenboim/eeguana,https://github.com/bnicenboim/eeguana,codemeta.json
ropensci/occCite,https://github.com/ropensci/occCite,codemeta.json
edamontology/caseologue,https://github.com/edamontology/caseologue,codemeta.json
Bisaloo/xlcutter,https://github.com/Bisaloo/xlcutter,codemeta.json
ivh/PyReduce,https://github.com/ivh/PyReduce,codemeta.json
openMetadataInitiative/openMINDS_Python,https://github.com/openMetadataInitiative/openMINDS_Python,codemeta.json
adokter/vol2birdR,https://github.com/adokter/vol2birdR,codemeta.json
rsdoiel/stngo,https://github.com/rsdoiel/stngo,codemeta.json
PaulMelloy/cercospoRa,https://github.com/PaulMelloy/cercospoRa,codemeta.json
charlie86/spotifyr,https://github.com/charlie86/spotifyr,codemeta.json
rOpenGov/r311,https://github.com/rOpenGov/r311,codemeta.json
MolSSI/QCEngine,https://github.com/MolSSI/QCEngine,codemeta.json
BehavioralDataAnalysis/R_package,https://github.com/BehavioralDataAnalysis/R_package,codemeta.json
LanguageMachines/timbl,https://github.com/LanguageMachines/timbl,codemeta.json
gabrielblain/SPIChanges,https://github.com/gabrielblain/SPIChanges,codemeta.json
olivescone/joinpoint_ubuntu,https://github.com/olivescone/joinpoint_ubuntu,codemeta.json
shubhamdutta26/mapindia,https://github.com/shubhamdutta26/mapindia,codemeta.json
LMJL-Alea/kAOV,https://github.com/LMJL-Alea/kAOV,codemeta.json
fjdu/myRadex,https://github.com/fjdu/myRadex,codemeta.json
ms609/PlotTools,https://github.com/ms609/PlotTools,codemeta.json
bihealth/sodar-core,https://github.com/bihealth/sodar-core,codemeta.json
jimbrig/lossrx,https://github.com/jimbrig/lossrx,codemeta.json
fabricebrito/dev-platform-dask-gateway,https://github.com/fabricebrito/dev-platform-dask-gateway,codemeta.json
ropensci/citecorp,https://github.com/ropensci/citecorp,codemeta.json
gemini3d/mat_gemini,https://github.com/gemini3d/mat_gemini,codemeta.json
WeichengSun/ILSM,https://github.com/WeichengSun/ILSM,codemeta.json
jggautier/dataverse-scripts,https://github.com/jggautier/dataverse-scripts,codemeta.json
JsLth/rgesis,https://github.com/JsLth/rgesis,codemeta.json
cds-astro/tutorials,https://github.com/cds-astro/tutorials,codemeta.json
justinbois/bebi103,https://github.com/justinbois/bebi103,codemeta.json
Hjorthmedh/Snudda,https://github.com/Hjorthmedh/Snudda,codemeta.json
AppThreat/chen,https://github.com/AppThreat/chen,codemeta.json
shubhamdutta26/tidyplate,https://github.com/shubhamdutta26/tidyplate,codemeta.json
JohannaMz/ClusterApp,https://github.com/JohannaMz/ClusterApp,codemeta.json
ipeaGIT/accessibility,https://github.com/ipeaGIT/accessibility,codemeta.json
AAGI-AUS/AAGIPalettes,https://github.com/AAGI-AUS/AAGIPalettes,codemeta.json
CityRiverSpaces/CRiSp,https://github.com/CityRiverSpaces/CRiSp,codemeta.json
ropensci/beautier,https://github.com/ropensci/beautier,codemeta.json
super-lou/CARD,https://github.com/super-lou/CARD,codemeta.json
janelia-python/serial_interface_python,https://github.com/janelia-python/serial_interface_python,codemeta.json
peterpolidoro/kicad_netlist_reader,https://github.com/peterpolidoro/kicad_netlist_reader,codemeta.json
Terradue/pygeofilter-odata-cdse,https://github.com/Terradue/pygeofilter-odata-cdse,codemeta.json
ms609/Ternary,https://github.com/ms609/Ternary,codemeta.json
super-lou/dataSHEEP,https://github.com/super-lou/dataSHEEP,codemeta.json
m-team-kit/cookiecutter-web-backend,https://github.com/m-team-kit/cookiecutter-web-backend,codemeta.json
issa-project/issa-pipeline,https://github.com/issa-project/issa-pipeline,codemeta.json
AAGI-AUS/AAGIThemes,https://github.com/AAGI-AUS/AAGIThemes,codemeta.json
mhpob/rvdat,https://github.com/mhpob/rvdat,codemeta.json
pachadotdev/economiccomplexity,https://github.com/pachadotdev/economiccomplexity,codemeta.json
NeuralEnsemble/python-neo,https://github.com/NeuralEnsemble/python-neo,codemeta.json
ropensci/comtradr,https://github.com/ropensci/comtradr,codemeta.json
ropensci/vcr,https://github.com/ropensci/vcr,codemeta.json
yt-project/unyt,https://github.com/yt-project/unyt,codemeta.json
epinowcast/primarycensored,https://github.com/epinowcast/primarycensored,codemeta.json
ropensci/fireexposuR,https://github.com/ropensci/fireexposuR,codemeta.json
noclocks/noclocksai,https://github.com/noclocks/noclocksai,codemeta.json
kelliejarcher/hdcuremodels,https://github.com/kelliejarcher/hdcuremodels,codemeta.json
willem0boone/resample_zarr,https://github.com/willem0boone/resample_zarr,codemeta.json
FZJ-INM1-BDA/siibra-api,https://github.com/FZJ-INM1-BDA/siibra-api,codemeta.json
ropenscilabs/r2readthedocs,https://github.com/ropenscilabs/r2readthedocs,codemeta.json
ropensci/dittodb,https://github.com/ropensci/dittodb,codemeta.json
ropensci/mapscanner,https://github.com/ropensci/mapscanner,codemeta.json
ropensci/tsbox,https://github.com/ropensci/tsbox,codemeta.json
herminiogg/ShExML,https://github.com/herminiogg/ShExML,codemeta.json
ropensci/iheatmapr,https://github.com/ropensci/iheatmapr,codemeta.json
Materials-Data-Science-and-Informatics/fair-python-cookiecutter-demo,https://github.com/Materials-Data-Science-and-Informatics/fair-python-cookiecutter-demo,codemeta.json
ropensci/nlrx,https://github.com/ropensci/nlrx,codemeta.json
ropensci/lingtypology,https://github.com/ropensci/lingtypology,codemeta.json
caltechlibrary/irdm-queue-portal,https://github.com/caltechlibrary/irdm-queue-portal,codemeta.json
caltechlibrary/datatools,https://github.com/caltechlibrary/datatools,codemeta.json
R-Lum/RCarb,https://github.com/R-Lum/RCarb,codemeta.json
R-Lum/Luminescence,https://github.com/R-Lum/Luminescence,codemeta.json
ropensci/universe,https://github.com/ropensci/universe,codemeta.json
dankelley/mooring,https://github.com/dankelley/mooring,codemeta.json
ms609/TreeDist,https://github.com/ms609/TreeDist,codemeta.json
JorenSix/Panako,https://github.com/JorenSix/Panako,codemeta.json
jspaaks/trellis,https://github.com/jspaaks/trellis,codemeta.json
KM3NeT/Neurthino.jl,https://github.com/KM3NeT/Neurthino.jl,codemeta.json
ropensci/pangoling,https://github.com/ropensci/pangoling,codemeta.json
ropensci/circle,https://github.com/ropensci/circle,codemeta.json
ropensci/rnassqs,https://github.com/ropensci/rnassqs,codemeta.json
karissawhiting/cbioportalR,https://github.com/karissawhiting/cbioportalR,codemeta.json
ropensci/openalexR,https://github.com/ropensci/openalexR,codemeta.json
ropensci/dendroNetwork,https://github.com/ropensci/dendroNetwork,codemeta.json
ropensci/FedData,https://github.com/ropensci/FedData,codemeta.json
ropensci/stantargets,https://github.com/ropensci/stantargets,codemeta.json
jordandekraker/hippomaps,https://github.com/jordandekraker/hippomaps,codemeta.json
LEEF-UZH/LEEF.backend.sqlite,https://github.com/LEEF-UZH/LEEF.backend.sqlite,codemeta.json
LEEF-UZH/LEEF.measurement.toc,https://github.com/LEEF-UZH/LEEF.measurement.toc,codemeta.json
caltechlibrary/doitools,https://github.com/caltechlibrary/doitools,codemeta.json
proycon/colibri-utils,https://github.com/proycon/colibri-utils,codemeta.json
jonesor/mpmsim,https://github.com/jonesor/mpmsim,codemeta.json
LanguageMachines/foliautils,https://github.com/LanguageMachines/foliautils,codemeta.json
meyer-lab-cshl/plinkQC,https://github.com/meyer-lab-cshl/plinkQC,codemeta.json
stencila/encoda,https://github.com/stencila/encoda,codemeta.json
openplantpathology/hagis,https://github.com/openplantpathology/hagis,codemeta.json
OneFineStarstuff/OneFineStardust,https://github.com/OneFineStarstuff/OneFineStardust,codemeta.json
DanChaltiel/autoimport,https://github.com/DanChaltiel/autoimport,codemeta.json
fchuffar/gse2study,https://github.com/fchuffar/gse2study,codemeta.json
explore-platform/g-arch,https://github.com/explore-platform/g-arch,codemeta.json
ropensci/bold,https://github.com/ropensci/bold,codemeta.json
FAIRDataPipeline/pyDataPipeline,https://github.com/FAIRDataPipeline/pyDataPipeline,codemeta.json
damienbelveze/CFCB_IA,https://github.com/damienbelveze/CFCB_IA,codemeta.json
fhdsl/conrad,https://github.com/fhdsl/conrad,codemeta.json
kit-data-manager/Data-Collections-Explorer-Graph,https://github.com/kit-data-manager/Data-Collections-Explorer-Graph,codemeta.json
kit-data-manager/Data-Collections-Explorer,https://github.com/kit-data-manager/Data-Collections-Explorer,codemeta.json
JeffreyRStevens/cocoon,https://github.com/JeffreyRStevens/cocoon,codemeta.json
ropensci/photosearcher,https://github.com/ropensci/photosearcher,codemeta.json
JDenn0514/adlgraphs,https://github.com/JDenn0514/adlgraphs,codemeta.json
SaibotMagd/fair_stats_aggregator,https://github.com/SaibotMagd/fair_stats_aggregator,codemeta.json
BigBuildBench/gammapy_gammapy,https://github.com/BigBuildBench/gammapy_gammapy,codemeta.json
riatelab/osrm,https://github.com/riatelab/osrm,codemeta.json
jupyter/nbgrader,https://github.com/jupyter/nbgrader,codemeta.json
r-prof/proffer,https://github.com/r-prof/proffer,codemeta.json
LEEF-UZH/LEEF.measurement.o2meter,https://github.com/LEEF-UZH/LEEF.measurement.o2meter,codemeta.json
LEEF-UZH/LEEF,https://github.com/LEEF-UZH/LEEF,codemeta.json
LEEF-UZH/LEEF.measurement.flowcam,https://github.com/LEEF-UZH/LEEF.measurement.flowcam,codemeta.json
LEEF-UZH/LEEF.archive.default,https://github.com/LEEF-UZH/LEEF.archive.default,codemeta.json
LEEF-UZH/LEEF.measurement.conductivity,https://github.com/LEEF-UZH/LEEF.measurement.conductivity,codemeta.json
sep-developers/sep,https://github.com/sep-developers/sep,codemeta.json
RuanBuys/bipl5,https://github.com/RuanBuys/bipl5,codemeta.json
electronicvisions/releases-ebrains,https://github.com/electronicvisions/releases-ebrains,codemeta.json
sgfost/codemeticulous,https://github.com/sgfost/codemeticulous,codemeta.json
gongcastro/bvq,https://github.com/gongcastro/bvq,codemeta.json
proycon/codemeta-harvester,https://github.com/proycon/codemeta-harvester,codemeta.json
proycon/codemeta-server,https://github.com/proycon/codemeta-server,codemeta.json
SoftwareHeritage/swh-indexer,https://github.com/SoftwareHeritage/swh-indexer,codemeta.json
globalcosmos/neptoon,https://github.com/globalcosmos/neptoon,codemeta.json
sbalci/ClinicoPathJamoviModule,https://github.com/sbalci/ClinicoPathJamoviModule,codemeta.json
cmbant/getdist,https://github.com/cmbant/getdist,codemeta.json
geospace-code/h5fortran-mpi,https://github.com/geospace-code/h5fortran-mpi,codemeta.json
inbo/dhcurve,https://github.com/inbo/dhcurve,codemeta.json
lgnbhl/BFS,https://github.com/lgnbhl/BFS,codemeta.json
dutta-alankar/AstroPlasma,https://github.com/dutta-alankar/AstroPlasma,codemeta.json
lifewatch/eurobis,https://github.com/lifewatch/eurobis,codemeta.json
MoBiodiv/mobsim,https://github.com/MoBiodiv/mobsim,codemeta.json
AAGI-AUS/nert,https://github.com/AAGI-AUS/nert,codemeta.json
aravind-j/rpcss,https://github.com/aravind-j/rpcss,codemeta.json
DanChaltiel/nih.joinpoint,https://github.com/DanChaltiel/nih.joinpoint,codemeta.json
nickcollins-craft/julia_constitutive_model_integration,https://github.com/nickcollins-craft/julia_constitutive_model_integration,codemeta.json
ropensci/rcites,https://github.com/ropensci/rcites,codemeta.json
leonawicz/lcars,https://github.com/leonawicz/lcars,codemeta.json
TEOS-10/GSW-R,https://github.com/TEOS-10/GSW-R,codemeta.json
leonawicz/trekcolors,https://github.com/leonawicz/trekcolors,codemeta.json
fairdataihub/fairdataihub-bot,https://github.com/fairdataihub/fairdataihub-bot,codemeta.json
R-Lum/xlum,https://github.com/R-Lum/xlum,codemeta.json
ropensci-review-tools/repometrics,https://github.com/ropensci-review-tools/repometrics,codemeta.json
Ramy-Badr-Ahmed/php-codemeta-crosswalk,https://github.com/Ramy-Badr-Ahmed/php-codemeta-crosswalk,codemeta.json
openplantpathology/Reproducibility_in_Plant_Pathology,https://github.com/openplantpathology/Reproducibility_in_Plant_Pathology,codemeta.json
borkowsk/sym4processing,https://github.com/borkowsk/sym4processing,codemeta.json
FC4E-CAT/fc4e-cat-ui,https://github.com/FC4E-CAT/fc4e-cat-ui,codemeta.json
anespinosa/netmem,https://github.com/anespinosa/netmem,codemeta.json
heuermh/sea-eagle,https://github.com/heuermh/sea-eagle,codemeta.json
INRS-France/simMACT,https://github.com/INRS-France/simMACT,codemeta.json
fairdataihub/SODA-for-SPARC-Docs,https://github.com/fairdataihub/SODA-for-SPARC-Docs,codemeta.json
ropensci/readODS,https://github.com/ropensci/readODS,codemeta.json
bbsBayes/bbsBayes2,https://github.com/bbsBayes/bbsBayes2,codemeta.json
MiguelRodo/Slides24STA5077Z,https://github.com/MiguelRodo/Slides24STA5077Z,codemeta.json
ropensci/bowerbird,https://github.com/ropensci/bowerbird,codemeta.json
ropensci/biomartr,https://github.com/ropensci/biomartr,codemeta.json
dhersz/rosmosis,https://github.com/dhersz/rosmosis,codemeta.json
NanoComp/mpb,https://github.com/NanoComp/mpb,codemeta.json
riatelab/maptiles,https://github.com/riatelab/maptiles,codemeta.json
lbbe-software/DRomics,https://github.com/lbbe-software/DRomics,codemeta.json
ropensci-review-tools/orgmetrics,https://github.com/ropensci-review-tools/orgmetrics,codemeta.json
inbo/camtrapdp,https://github.com/inbo/camtrapdp,codemeta.json
astronomy/libTheSky,https://github.com/astronomy/libTheSky,codemeta.json
LanguageMachines/ucto,https://github.com/LanguageMachines/ucto,codemeta.json
JeffreyRStevens/flashr,https://github.com/JeffreyRStevens/flashr,codemeta.json
knaidoo29/mistree,https://github.com/knaidoo29/mistree,codemeta.json
ipeaGIT/enderecobr,https://github.com/ipeaGIT/enderecobr,codemeta.json
the-virtual-brain/tvb-ext-unicore,https://github.com/the-virtual-brain/tvb-ext-unicore,codemeta.json
caltechlibrary/irdmtools,https://github.com/caltechlibrary/irdmtools,codemeta.json
Zheng206/ComBatFamQC,https://github.com/Zheng206/ComBatFamQC,codemeta.json
DenaJGibbon/gibbonNetR,https://github.com/DenaJGibbon/gibbonNetR,codemeta.json
JSadowska/deposit-exampleHal_SWH,https://github.com/JSadowska/deposit-exampleHal_SWH,codemeta.json
EMODnet/emodnet.wfs,https://github.com/EMODnet/emodnet.wfs,codemeta.json
ibois-epfl/augmented-carpentry,https://github.com/ibois-epfl/augmented-carpentry,codemeta.json
DanChaltiel/EDCimport,https://github.com/DanChaltiel/EDCimport,codemeta.json
MarieHouillon/FACILE-RS-actions,https://github.com/MarieHouillon/FACILE-RS-actions,codemeta.json
umr-amap/StormR,https://github.com/umr-amap/StormR,codemeta.json
AppThreat/atom,https://github.com/AppThreat/atom,codemeta.json
saw-leipzig/basic.app,https://github.com/saw-leipzig/basic.app,codemeta.json
datacite/akita,https://github.com/datacite/akita,codemeta.json
proycon/codemetapy,https://github.com/proycon/codemetapy,codemeta.json
proycon/colibri-core,https://github.com/proycon/colibri-core,codemeta.json
leonawicz/legocolors,https://github.com/leonawicz/legocolors,codemeta.json
leonawicz/imgpalr,https://github.com/leonawicz/imgpalr,codemeta.json
gem-pasteur/Integron_Finder,https://github.com/gem-pasteur/Integron_Finder,codemeta.json
caltechlibrary/models,https://github.com/caltechlibrary/models,codemeta.json
barbagroup/cuIBM,https://github.com/barbagroup/cuIBM,codemeta.json
beeldengeluid/dane-workflows,https://github.com/beeldengeluid/dane-workflows,codemeta.json
SciCodes/best-practices-preprint,https://github.com/SciCodes/best-practices-preprint,codemeta.json
SciCodes/template,https://github.com/SciCodes/template,codemeta.json
ropensci/qualR,https://github.com/ropensci/qualR,codemeta.json
ropensci/GSODR,https://github.com/ropensci/GSODR,codemeta.json
ropensci/agroclimatico,https://github.com/ropensci/agroclimatico,codemeta.json
pierrepo/article-SWH-bioinfo-fr,https://github.com/pierrepo/article-SWH-bioinfo-fr,codemeta.json
geospace-code/pymap3d,https://github.com/geospace-code/pymap3d,codemeta.json
caltechlibrary/popstar,https://github.com/caltechlibrary/popstar,codemeta.json
caltechlibrary/manage_dois,https://github.com/caltechlibrary/manage_dois,codemeta.json
apdavison/ebrains-validation-client,https://github.com/apdavison/ebrains-validation-client,codemeta.json
grycap/im-client,https://github.com/grycap/im-client,codemeta.json
cta-observatory/ctaplot,https://github.com/cta-observatory/ctaplot,codemeta.json
crp2a/gamma,https://github.com/crp2a/gamma,codemeta.json
crp2a/gammaShiny,https://github.com/crp2a/gammaShiny,codemeta.json
pachadotdev/mindicador,https://github.com/pachadotdev/mindicador,codemeta.json
noamross/hello50,https://github.com/noamross/hello50,codemeta.json
noamross/hello48,https://github.com/noamross/hello48,codemeta.json
gowachin/matreex,https://github.com/gowachin/matreex,codemeta.json
damienbelveze/code_source,https://github.com/damienbelveze/code_source,codemeta.json
noamross/hello45,https://github.com/noamross/hello45,codemeta.json
OcMalde/fuse-phylotree,https://github.com/OcMalde/fuse-phylotree,codemeta.json
adeverse/ade4,https://github.com/adeverse/ade4,codemeta.json
JamesHucklesby/vascr,https://github.com/JamesHucklesby/vascr,codemeta.json
cristal-smac/sumo-experiments,https://github.com/cristal-smac/sumo-experiments,codemeta.json
ropensci-review-tools/goodpractice,https://github.com/ropensci-review-tools/goodpractice,codemeta.json
janelia-python/hex_maze_interface_python,https://github.com/janelia-python/hex_maze_interface_python,codemeta.json
nkrofta/Topological-Groups,https://github.com/nkrofta/Topological-Groups,codemeta.json
ropensci/ijtiff,https://github.com/ropensci/ijtiff,codemeta.json
bogdan-tanygin/spacetime-sym,https://github.com/bogdan-tanygin/spacetime-sym,codemeta.json
izus-fokus/metadata2dataverse,https://github.com/izus-fokus/metadata2dataverse,codemeta.json
serkor1/SLmetrics,https://github.com/serkor1/SLmetrics,codemeta.json
leonawicz/rtrek,https://github.com/leonawicz/rtrek,codemeta.json
ropensci/tradestatistics,https://github.com/ropensci/tradestatistics,codemeta.json
codemeta/codemeta-generator,https://github.com/codemeta/codemeta-generator,codemeta.json
ropensci/bikedata,https://github.com/ropensci/bikedata,codemeta.json
Adafede/wd-np-up-to-date,https://github.com/Adafede/wd-np-up-to-date,codemeta.json
Fijishi-Enterprises/LNDM-Map-Patterns,https://github.com/Fijishi-Enterprises/LNDM-Map-Patterns,codemeta.json
dumux/dumux,https://github.com/dumux/dumux,codemeta.json
GlobalEcologyLab/poems,https://github.com/GlobalEcologyLab/poems,codemeta.json
BM32ESRF/LaueNN,https://github.com/BM32ESRF/LaueNN,codemeta.json
EcoJulia/Phylo.jl,https://github.com/EcoJulia/Phylo.jl,codemeta.json
dieghernan/pkgdev,https://github.com/dieghernan/pkgdev,codemeta.json
proycon/valkuil-gecco,https://github.com/proycon/valkuil-gecco,codemeta.json
ailiop/idvf,https://github.com/ailiop/idvf,codemeta.json
ropensci/rebird,https://github.com/ropensci/rebird,codemeta.json
Woseseltops/stemming2017,https://github.com/Woseseltops/stemming2017,codemeta.json
AlexStormwood/AlexStormwood,https://github.com/AlexStormwood/AlexStormwood,codemeta.json
ropensci/osmdata,https://github.com/ropensci/osmdata,codemeta.json
NeotomaDB/neotoma2,https://github.com/NeotomaDB/neotoma2,codemeta.json
dfki-ric/phobos,https://github.com/dfki-ric/phobos,codemeta.json
macrocosme/matchmaker,https://github.com/macrocosme/matchmaker,codemeta.json
amd/mumps-build,https://github.com/amd/mumps-build,codemeta.json
ms609/TreeTools,https://github.com/ms609/TreeTools,codemeta.json
mpadge/typetracer,https://github.com/mpadge/typetracer,codemeta.json
NeuralEnsemble/PyNN,https://github.com/NeuralEnsemble/PyNN,codemeta.json
herminiogg/dmaog,https://github.com/herminiogg/dmaog,codemeta.json
openpharma/graphicalMCP,https://github.com/openpharma/graphicalMCP,codemeta.json
