repo_full_name,repo_metadata_error,repo_html_url,repo_stargazers_count,repo_forks_count,repo_created_at,repo_pushed_at,repo_language,repo_license_spdx_id,target_metadata_filename,fetch_status,fetch_error,parse_status,parse_error,completeness_score,completeness_missing_keys,schema_valid,schema_errors,core_score,core_missing,extended_score,extended_missing,present_fields_count,all_fields_count,present_fields
ropensci/GLMMcosinor,,https://github.com/ropensci/GLMMcosinor,1,0,2022-11-02T05:52:56+00:00,2024-12-02T02:00:51+00:00,R,GPL-3.0,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.3076923076923077,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;copyrightHolder;copyrightYear;editor;encoding;fileFormat;keywords;producer;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,25,61,@context;@type;identifier;description;name;relatedLink;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;provider;author;contributor;funder;maintainer;softwareSuggestions;softwareRequirements;fileSize;releaseNotes;readme;contIntegration;developmentStatus;review
ms609/TreeDistData,,https://github.com/ms609/TreeDistData,0,1,2019-07-11T11:23:58+00:00,2024-06-21T08:41:01+00:00,R,,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.3076923076923077,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;softwareHelp;softwareVersion;storageRequirements;supportingData;copyrightYear;editor;encoding;fileFormat;keywords;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;review;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,24,61,@context;@type;identifier;description;name;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;author;contributor;copyrightHolder;funder;maintainer;softwareSuggestions;softwareRequirements;releaseNotes;readme;developmentStatus;citation;relatedLink;fileSize
pachadotdev/capybara,,https://github.com/pachadotdev/capybara,13,0,2024-01-07T22:25:44+00:00,2025-04-04T03:19:54+00:00,R,Apache-2.0,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.17307692307692307,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;review;continuousIntegration;buildInstructions;developmentStatus;embargoEndDate;funding;referencePublication;readme;hasSourceCode;isSourceCodeOf,17,61,@context;@type;identifier;description;name;relatedLink;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;author;maintainer;softwareSuggestions;softwareRequirements;fileSize
TCCON/GGG,,https://github.com/TCCON/GGG,4,1,2023-05-17T00:24:40+00:00,2024-11-07T18:57:45+00:00,Fortran,Apache-2.0,codemeta.json,found,,True,,0.4444444444444444,description;license;version;codeRepository;datePublished/Modified/Created,True,,0.4444444444444444,description;license;version;codeRepository;datePublished/Modified/Created,0.0,programmingLanguage;runtimePlatform;targetProduct;applicationCategory;applicationSubCategory;downloadUrl;fileSize;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareRequirements;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;identifier;sameAs;url;relatedLink;review;softwareSuggestions;maintainer;continuousIntegration;buildInstructions;developmentStatus;embargoEndDate;funding;issueTracker;referencePublication;readme;hasSourceCode;isSourceCodeOf,4,61,@context;@type;name;author
eoap/how-to,,https://github.com/eoap/how-to,0,0,2024-12-09T09:00:51+00:00,2025-03-03T12:42:19+00:00,Common Workflow Language,CC-BY-SA-4.0,codemeta.json,found,,True,,1.0,,True,,1.0,,0.1346153846153846,runtimePlatform;targetProduct;applicationCategory;applicationSubCategory;fileSize;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;identifier;sameAs;url;review;softwareSuggestions;maintainer;continuousIntegration;buildInstructions;embargoEndDate;funding;issueTracker;referencePublication;readme;hasSourceCode;isSourceCodeOf,18,61,@context;@type;license;codeRepository;dateCreated;datePublished;dateModified;name;version;description;developmentStatus;downloadUrl;relatedLink;funder;keywords;programmingLanguage;softwareRequirements;author
aravind-j/avial,,https://github.com/aravind-j/avial,0,0,2024-10-11T13:20:39+00:00,2025-03-10T12:55:57+00:00,R,,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.17307692307692307,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;review;continuousIntegration;buildInstructions;developmentStatus;embargoEndDate;funding;referencePublication;readme;hasSourceCode;isSourceCodeOf,17,61,@context;@type;identifier;description;name;relatedLink;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;author;maintainer;softwareSuggestions;softwareRequirements;fileSize
rorynolan/detrendr,,https://github.com/rorynolan/detrendr,3,1,2017-10-04T13:03:04+00:00,2025-01-27T20:07:00+00:00,R,NOASSERTION,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,False,"Validation Error: ['https://www.repostatus.org/#active', 'https://lifecycle.r-lib.org/articles/stages.html'] is not of type 'string' (Path: developmentStatus)",0.8888888888888888,datePublished/Modified/Created,0.3076923076923077,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;softwareHelp;softwareVersion;storageRequirements;supportingData;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;review;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,25,61,@context;@type;identifier;description;name;relatedLink;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;provider;author;contributor;copyrightHolder;maintainer;softwareSuggestions;softwareRequirements;fileSize;citation;releaseNotes;readme;contIntegration;developmentStatus
matthiasprobst/generic-linked-database,,https://github.com/matthiasprobst/generic-linked-database,1,0,2024-12-27T15:03:42+00:00,2025-01-04T14:54:37+00:00,Python,MIT,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.038461538461538464,runtimePlatform;targetProduct;applicationCategory;applicationSubCategory;downloadUrl;fileSize;installUrl;memoryRequirements;permissions;processorRequirements;releaseNotes;softwareHelp;softwareRequirements;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;identifier;sameAs;url;relatedLink;review;softwareSuggestions;maintainer;continuousIntegration;buildInstructions;developmentStatus;embargoEndDate;funding;issueTracker;referencePublication;readme;hasSourceCode;isSourceCodeOf,10,61,@context;@type;license;codeRepository;name;version;description;programmingLanguage;operatingSystem;author
e-sensing/sits,,https://github.com/e-sensing/sits,495,82,2017-07-27T13:32:40+00:00,2025-04-03T21:18:23+00:00,R,GPL-2.0,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.21153846153846154,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareVersion;storageRequirements;supportingData;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;review;continuousIntegration;buildInstructions;developmentStatus;embargoEndDate;funding;referencePublication;readme;hasSourceCode;isSourceCodeOf,19,61,@context;@type;identifier;description;name;relatedLink;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;provider;author;maintainer;softwareSuggestions;softwareRequirements;fileSize;citation
Adafede/cascade,,https://github.com/Adafede/cascade,2,1,2021-09-24T08:44:07+00:00,2025-04-02T10:50:37+00:00,R,GPL-3.0,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.2692307692307692,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;softwareHelp;softwareVersion;storageRequirements;supportingData;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;review;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,23,61,@context;@type;identifier;description;name;relatedLink;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;author;maintainer;softwareSuggestions;softwareRequirements;keywords;fileSize;citation;releaseNotes;readme;contIntegration;developmentStatus
r-spatialecology/shar,,https://github.com/r-spatialecology/shar,20,10,2018-01-22T14:53:01+00:00,2025-02-13T07:12:14+00:00,R,GPL-3.0,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.21153846153846154,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareVersion;storageRequirements;supportingData;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;relatedLink;review;continuousIntegration;buildInstructions;developmentStatus;embargoEndDate;funding;referencePublication;readme;hasSourceCode;isSourceCodeOf,19,61,@context;@type;identifier;description;name;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;provider;author;contributor;maintainer;softwareSuggestions;softwareRequirements;fileSize;citation
fair-test/license-already-here,,https://github.com/fair-test/license-already-here,0,0,2024-10-30T21:29:10+00:00,2024-11-15T00:25:19+00:00,,NOASSERTION,codemeta.json,found,,True,,0.7777777777777778,@type;license,False,Validation Error: '@type' is a required property (Path: ),0.7777777777777778,@type;license,0.25,targetProduct;applicationSubCategory;fileSize;installUrl;memoryRequirements;permissions;processorRequirements;releaseNotes;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;producer;provider;publisher;sponsor;isAccessibleForFree;hasPart;position;identifier;sameAs;url;review;softwareSuggestions;maintainer;continuousIntegration;buildInstructions;embargoEndDate;referencePublication;readme;hasSourceCode;isSourceCodeOf,27,61,name;@context;applicationCategory;author;codemeta:continuousIntegration;codemeta:isSourceCodeOf;codeRepository;contIntegration;dateCreated;dateModified;datePublished;description;developmentStatus;downloadUrl;funder;funding;isPartOf;issueTracker;keywords;operatingSystem;programmingLanguage;relatedLink;runtimePlatform;schema:releaseNotes;softwareRequirements;version;type
FairRootGroup/DDS,,https://github.com/FairRootGroup/DDS,14,14,2014-02-06T17:17:19+00:00,2025-03-31T07:03:02+00:00,C++,LGPL-3.0,codemeta.json,found,,True,,0.8888888888888888,version,True,,0.8888888888888888,version,0.11538461538461539,programmingLanguage;runtimePlatform;targetProduct;applicationCategory;applicationSubCategory;downloadUrl;fileSize;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareRequirements;storageRequirements;supportingData;citation;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;identifier;sameAs;url;relatedLink;review;softwareSuggestions;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,14,61,@context;@type;name;description;license;softwareVersion;datePublished;developmentStatus;maintainer;codeRepository;readme;issueTracker;author;contributor
CogDisResLab/drugfindR,,https://github.com/CogDisResLab/drugfindR,8,3,2021-02-12T15:20:02+00:00,2025-03-25T03:08:23+00:00,R,GPL-3.0,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,False,"Validation Error: ['Justin', 'Fortune'] is not of type 'string' (Path: author/2/givenName)",0.8888888888888888,datePublished/Modified/Created,0.25,targetProduct;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;producer;provider;publisher;sponsor;isAccessibleForFree;hasPart;position;sameAs;url;relatedLink;review;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,22,61,@context;@type;identifier;description;name;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;author;maintainer;softwareSuggestions;softwareRequirements;applicationCategory;isPartOf;keywords;fileSize;readme;contIntegration;developmentStatus
rOpenGov/iotables,,https://github.com/rOpenGov/iotables,21,9,2017-10-25T12:35:47+00:00,2024-12-16T11:30:17+00:00,R,NOASSERTION,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.21153846153846154,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareVersion;storageRequirements;supportingData;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;relatedLink;review;continuousIntegration;buildInstructions;developmentStatus;embargoEndDate;funding;referencePublication;readme;hasSourceCode;isSourceCodeOf,19,61,@context;@type;identifier;description;name;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;provider;author;contributor;maintainer;softwareSuggestions;softwareRequirements;fileSize;citation
R3BRootGroup/frs,,https://github.com/R3BRootGroup/frs,2,11,2018-08-08T09:50:18+00:00,2025-02-03T22:39:19+00:00,C,LGPL-3.0,codemeta.json,found,,True,,0.8888888888888888,version,True,,0.8888888888888888,version,0.23076923076923078,targetProduct;applicationSubCategory;fileSize;installUrl;memoryRequirements;permissions;processorRequirements;softwareHelp;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;identifier;sameAs;url;relatedLink;review;softwareSuggestions;maintainer;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,23,61,@context;@type;license;codeRepository;contIntegration;dateCreated;datePublished;dateModified;downloadUrl;issueTracker;name;softwareVersion;description;readme;releaseNotes;applicationCategory;developmentStatus;keywords;programmingLanguage;runtimePlatform;operatingSystem;softwareRequirements;author
BehavioralDataAnalysis/R_package,,https://github.com/BehavioralDataAnalysis/R_package,2,3,2023-01-07T23:40:20+00:00,2024-10-23T15:42:01+00:00,R,NOASSERTION,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.19230769230769232,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;relatedLink;review;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,19,61,@context;@type;identifier;description;name;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;author;maintainer;softwareSuggestions;softwareRequirements;fileSize;readme;contIntegration;developmentStatus
lyh970817/qualtdict,,https://github.com/lyh970817/qualtdict,1,1,2020-11-13T09:25:56+00:00,2024-10-28T14:18:58+00:00,R,NOASSERTION,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.21153846153846154,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;relatedLink;review;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,20,61,@context;@type;identifier;description;name;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;author;maintainer;softwareSuggestions;softwareRequirements;fileSize;readme;contIntegration;developmentStatus;keywords
riatelab/cartography,,https://github.com/riatelab/cartography,397,43,2015-06-11T08:27:11+00:00,2024-01-14T11:00:54+00:00,R,,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.23076923076923078,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareVersion;storageRequirements;supportingData;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;relatedLink;review;continuousIntegration;buildInstructions;developmentStatus;embargoEndDate;funding;referencePublication;readme;hasSourceCode;isSourceCodeOf,20,61,@context;@type;identifier;description;name;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;provider;author;contributor;copyrightHolder;maintainer;softwareSuggestions;softwareRequirements;fileSize;citation
ropensci/nodbi,,https://github.com/ropensci/nodbi,77,6,2015-03-26T21:48:45+00:00,2025-03-30T15:43:52+00:00,R,NOASSERTION,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.3269230769230769,targetProduct;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightYear;editor;encoding;fileFormat;funder;producer;publisher;sponsor;isAccessibleForFree;hasPart;position;sameAs;url;review;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,26,61,@context;@type;identifier;description;name;relatedLink;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;provider;author;copyrightHolder;maintainer;softwareSuggestions;softwareRequirements;applicationCategory;isPartOf;keywords;fileSize;releaseNotes;readme;contIntegration;developmentStatus
tessgi/tess-point,,https://github.com/tessgi/tess-point,32,14,2018-11-13T18:09:51+00:00,2025-02-18T21:53:22+00:00,JavaScript,MIT,codemeta.json,found,,True,,1.0,,True,,1.0,,0.11538461538461539,runtimePlatform;targetProduct;applicationSubCategory;fileSize;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareRequirements;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;identifier;sameAs;url;relatedLink;review;softwareSuggestions;maintainer;continuousIntegration;buildInstructions;embargoEndDate;funding;issueTracker;referencePublication;readme;hasSourceCode;isSourceCodeOf,17,61,@context;@type;license;codeRepository;dateCreated;datePublished;dateModified;downloadUrl;name;version;description;applicationCategory;developmentStatus;funder;keywords;programmingLanguage;author
RobinDenz1/CareDensity,,https://github.com/RobinDenz1/CareDensity,1,0,2024-05-25T20:44:36+00:00,2024-11-15T12:10:53+00:00,R,GPL-3.0,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.23076923076923078,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;review;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,21,61,@context;@type;identifier;description;name;relatedLink;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;author;maintainer;softwareSuggestions;softwareRequirements;fileSize;releaseNotes;readme;contIntegration;developmentStatus
R-Lum/RLumBuild,,https://github.com/R-Lum/RLumBuild,1,1,2019-05-02T13:08:10+00:00,2025-03-21T15:25:45+00:00,R,GPL-3.0,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.34615384615384615,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;copyrightYear;editor;encoding;fileFormat;producer;publisher;sponsor;isAccessibleForFree;hasPart;position;sameAs;url;review;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,27,61,@context;@type;identifier;description;name;codeRepository;relatedLink;issueTracker;license;version;programmingLanguage;runtimePlatform;provider;author;contributor;copyrightHolder;funder;maintainer;softwareSuggestions;softwareRequirements;isPartOf;keywords;releaseNotes;readme;contIntegration;developmentStatus;fileSize
jucheval/MeanFieldGraph.jl,,https://github.com/jucheval/MeanFieldGraph.jl,0,1,2024-07-05T08:15:28+00:00,2024-12-10T15:10:21+00:00,Julia,MIT,codemeta.json,found,,True,,0.8888888888888888,@type,False,Validation Error: '@type' is a required property (Path: ),0.8888888888888888,@type,0.09615384615384616,runtimePlatform;targetProduct;applicationSubCategory;downloadUrl;fileSize;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareRequirements;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;identifier;sameAs;url;relatedLink;review;softwareSuggestions;maintainer;continuousIntegration;buildInstructions;embargoEndDate;funding;issueTracker;referencePublication;readme;hasSourceCode;isSourceCodeOf,16,61,@context;type;applicationCategory;author;codeRepository;dateCreated;dateModified;datePublished;description;funder;keywords;license;name;programmingLanguage;version;developmentStatus
shubhamdutta26/mapindia,,https://github.com/shubhamdutta26/mapindia,0,0,2024-10-20T23:30:25+00:00,2024-11-14T16:50:40+00:00,R,NOASSERTION,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.23076923076923078,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;review;continuousIntegration;buildInstructions;developmentStatus;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,21,61,@context;@type;identifier;description;name;relatedLink;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;author;copyrightHolder;maintainer;softwareSuggestions;softwareRequirements;fileSize;releaseNotes;readme;contIntegration
ropensci/ReLTER,,https://github.com/ropensci/ReLTER,13,6,2021-02-01T11:06:26+00:00,2025-04-04T08:00:13+00:00,R,GPL-3.0,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.21153846153846154,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareVersion;storageRequirements;supportingData;copyrightHolder;copyrightYear;editor;encoding;fileFormat;keywords;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;relatedLink;review;continuousIntegration;buildInstructions;developmentStatus;embargoEndDate;funding;referencePublication;readme;hasSourceCode;isSourceCodeOf,19,61,@context;@type;identifier;description;name;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;author;contributor;funder;maintainer;softwareSuggestions;softwareRequirements;fileSize;citation
megasanjay/upload-to-zenodo,,https://github.com/megasanjay/upload-to-zenodo,6,4,2022-06-08T05:17:24+00:00,2025-03-28T15:02:09+00:00,JavaScript,Apache-2.0,codemeta.json,found,,True,,1.0,,True,,1.0,,0.11538461538461539,runtimePlatform;targetProduct;applicationSubCategory;downloadUrl;fileSize;installUrl;memoryRequirements;permissions;processorRequirements;releaseNotes;softwareHelp;softwareRequirements;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;relatedLink;review;softwareSuggestions;maintainer;continuousIntegration;buildInstructions;developmentStatus;embargoEndDate;funding;referencePublication;readme;hasSourceCode;isSourceCodeOf,17,61,@context;@type;license;codeRepository;dateCreated;datePublished;dateModified;issueTracker;name;version;description;applicationCategory;keywords;programmingLanguage;operatingSystem;author;identifier
ms609/Ternary,,https://github.com/ms609/Ternary,34,3,2017-11-23T12:30:42+00:00,2024-10-21T08:38:32+00:00,R,,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.25,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareVersion;storageRequirements;supportingData;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;review;continuousIntegration;buildInstructions;developmentStatus;embargoEndDate;funding;referencePublication;readme;hasSourceCode;isSourceCodeOf,21,61,@context;@type;identifier;description;name;relatedLink;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;provider;author;contributor;copyrightHolder;maintainer;softwareSuggestions;softwareRequirements;fileSize;citation
