repo_full_name,repo_metadata_error,repo_html_url,repo_stargazers_count,repo_forks_count,repo_created_at,repo_pushed_at,repo_language,repo_license_spdx_id,target_metadata_filename,fetch_status,fetch_error,parse_status,parse_error,completeness_score,completeness_missing_keys,schema_valid,schema_errors,core_score,core_missing,extended_score,extended_missing,present_fields_count,all_fields_count,present_fields
mikemahoney218/mvdf,,https://github.com/mikemahoney218/mvdf,16,0,2020-11-22T22:03:28+00:00,2021-05-03T14:20:34+00:00,R,NOASSERTION,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,False,"Validation Error: ['https://www.tidyverse.org/lifecycle/#experimental', 'https://www.repostatus.org/#wip'] is not of type 'string' (Path: developmentStatus)",0.8888888888888888,datePublished/Modified/Created,0.3076923076923077,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;copyrightYear;editor;encoding;fileFormat;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;review;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,25,61,@context;@type;identifier;description;name;license;version;programmingLanguage;runtimePlatform;author;contributor;copyrightHolder;funder;maintainer;softwareSuggestions;softwareRequirements;codeRepository;fileSize;developmentStatus;relatedLink;readme;contIntegration;keywords;releaseNotes;issueTracker
greta-dev/greta,,https://github.com/greta-dev/greta,567,65,2016-11-15T00:04:26+00:00,2025-03-11T04:05:45+00:00,C++,NOASSERTION,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.2692307692307692,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;softwareHelp;softwareVersion;storageRequirements;supportingData;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;review;continuousIntegration;buildInstructions;developmentStatus;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,23,61,@context;@type;identifier;description;name;relatedLink;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;provider;author;contributor;maintainer;softwareSuggestions;softwareRequirements;fileSize;citation;releaseNotes;readme;contIntegration
ropensci/nuts,,https://github.com/ropensci/nuts,8,0,2024-01-26T10:51:53+00:00,2024-10-04T07:56:35+00:00,R,NOASSERTION,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.23076923076923078,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareVersion;storageRequirements;supportingData;contributor;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;review;continuousIntegration;buildInstructions;developmentStatus;embargoEndDate;funding;referencePublication;readme;hasSourceCode;isSourceCodeOf,20,61,@context;@type;identifier;description;name;relatedLink;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;provider;author;copyrightHolder;maintainer;softwareSuggestions;softwareRequirements;fileSize;citation
inpefess/gym-saturation,,https://github.com/inpefess/gym-saturation,20,2,2021-07-26T10:15:56+00:00,2025-03-31T20:36:59+00:00,TeX,Apache-2.0,codemeta.json,found,,False,Failed to decode JSON: Illegal trailing comma before end of object: line 10 column 97 (char 405),,,,,,,,,,,
SimTech-Research-Data-Management/harvester-curator,,https://github.com/SimTech-Research-Data-Management/harvester-curator,0,0,2023-04-21T08:04:47+00:00,2024-11-13T09:34:17+00:00,Python,MIT,codemeta.json,found,,True,,0.6666666666666666,@context;@type;author/creator,False,Validation Error: '@context' is a required property (Path: ),0.6666666666666666,@context;@type;author/creator,0.038461538461538464,runtimePlatform;targetProduct;applicationCategory;applicationSubCategory;downloadUrl;fileSize;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareRequirements;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;identifier;sameAs;url;relatedLink;review;softwareSuggestions;maintainer;continuousIntegration;buildInstructions;developmentStatus;embargoEndDate;funding;issueTracker;referencePublication;readme;hasSourceCode;isSourceCodeOf,10,61,name;version;description;keywords;license;contributors;dateCreated;codeRepository;programmingLanguage;dependencies
ropensci/aorsf,,https://github.com/ropensci/aorsf,58,11,2021-08-09T13:58:46+00:00,2025-03-21T14:18:35+00:00,R,NOASSERTION,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.3076923076923077,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;softwareHelp;softwareVersion;storageRequirements;supportingData;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,25,61,@context;@type;identifier;description;name;relatedLink;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;author;contributor;maintainer;softwareSuggestions;softwareRequirements;fileSize;citation;releaseNotes;readme;contIntegration;developmentStatus;review;keywords
caltechlibrary/cloud-init-examples,,https://github.com/caltechlibrary/cloud-init-examples,7,3,2022-04-27T22:03:21+00:00,2024-06-25T19:17:28+00:00,HTML,NOASSERTION,codemeta.json,found,,True,,1.0,,True,,1.0,,0.1346153846153846,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;fileSize;installUrl;memoryRequirements;permissions;processorRequirements;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;identifier;sameAs;url;relatedLink;review;softwareSuggestions;maintainer;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;readme;hasSourceCode;isSourceCodeOf,18,61,@context;@type;license;codeRepository;dateCreated;dateUpdated;dateModified;releaseNotes;issueTracker;name;version;description;developmentStatus;programmingLanguage;runtimePlatform;operatingSystem;softwareRequirements;author
crp2a/BayLum,,https://github.com/crp2a/BayLum,9,2,2017-06-01T09:50:22+00:00,2024-09-23T17:37:16+00:00,R,GPL-3.0,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.28846153846153844,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;softwareHelp;softwareVersion;storageRequirements;supportingData;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;producer;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;review;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,24,61,@context;@type;identifier;description;name;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;provider;author;maintainer;softwareSuggestions;softwareRequirements;fileSize;citation;relatedLink;releaseNotes;readme;contIntegration;developmentStatus;keywords
ipeaGIT/gtfstools,,https://github.com/ipeaGIT/gtfstools,40,9,2020-11-09T21:35:55+00:00,2025-01-21T21:27:04+00:00,R,NOASSERTION,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.3269230769230769,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;copyrightYear;editor;encoding;fileFormat;producer;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;review;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,26,61,@context;@type;identifier;description;name;relatedLink;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;provider;author;contributor;copyrightHolder;funder;maintainer;softwareSuggestions;softwareRequirements;fileSize;releaseNotes;readme;contIntegration;developmentStatus;keywords
bihealth/altamisa,,https://github.com/bihealth/altamisa,5,2,2018-02-22T07:22:29+00:00,2025-01-27T12:05:45+00:00,Python,MIT,codemeta.json,found,,True,,0.8888888888888888,name,False,Validation Error: 'name' is a required property (Path: ),0.8888888888888888,name,0.038461538461538464,programmingLanguage;runtimePlatform;targetProduct;applicationCategory;applicationSubCategory;downloadUrl;fileSize;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareRequirements;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;relatedLink;review;softwareSuggestions;maintainer;continuousIntegration;buildInstructions;developmentStatus;embargoEndDate;funding;issueTracker;referencePublication;readme;hasSourceCode;isSourceCodeOf,13,61,@context;@type;author;identifier;codeRepository;datePublished;dateModified;dateCreated;description;keywords;license;title;version
aaronm-2112/codefair-test-repo,,https://github.com/aaronm-2112/codefair-test-repo,0,0,2024-07-12T19:14:20+00:00,2024-07-12T19:48:33+00:00,JavaScript,MIT,codemeta.json,found,,True,,0.8888888888888888,@type,False,Validation Error: '@type' is a required property (Path: ),0.8888888888888888,@type,0.15384615384615385,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;fileSize;installUrl;memoryRequirements;permissions;processorRequirements;releaseNotes;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;identifier;sameAs;url;review;softwareSuggestions;maintainer;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;readme;hasSourceCode;isSourceCodeOf,19,61,name;@context;author;codeRepository;dateCreated;dateModified;datePublished;description;developmentStatus;issueTracker;keywords;license;operatingSystem;programmingLanguage;relatedLink;runtimePlatform;softwareRequirements;version;type
CLaag/LESLIE,,https://github.com/CLaag/LESLIE,1,0,2022-09-08T07:21:17+00:00,2024-07-12T20:15:47+00:00,R,GPL-3.0,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.19230769230769232,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;relatedLink;review;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;readme;hasSourceCode;isSourceCodeOf,19,61,@context;@type;identifier;description;name;issueTracker;license;version;programmingLanguage;runtimePlatform;author;maintainer;softwareSuggestions;softwareRequirements;fileSize;codeRepository;releaseNotes;contIntegration;developmentStatus
R-Lum/RLumModel,,https://github.com/R-Lum/RLumModel,5,0,2015-12-07T11:22:04+00:00,2024-08-19T14:50:05+00:00,R,GPL-3.0,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.23076923076923078,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;review;continuousIntegration;buildInstructions;developmentStatus;embargoEndDate;funding;referencePublication;readme;hasSourceCode;isSourceCodeOf,21,61,@context;@type;identifier;description;name;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;provider;author;contributor;maintainer;softwareSuggestions;softwareRequirements;fileSize;relatedLink;releaseNotes;contIntegration
howardbaik/audrey,,https://github.com/howardbaik/audrey,1,0,2023-06-02T17:43:28+00:00,2023-07-17T03:33:42+00:00,R,NOASSERTION,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.19230769230769232,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;relatedLink;review;continuousIntegration;buildInstructions;developmentStatus;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,18,61,@context;@type;identifier;description;name;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;author;maintainer;softwareSuggestions;softwareRequirements;fileSize;readme;keywords
bvhpatel/my-data-analysis-code,,https://github.com/bvhpatel/my-data-analysis-code,0,0,2024-07-13T15:24:40+00:00,2024-07-13T20:09:55+00:00,,MIT,codemeta.json,found,,True,,0.7777777777777778,@type;version,False,Validation Error: '@type' is a required property (Path: ),0.7777777777777778,@type;version,0.1346153846153846,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;fileSize;installUrl;memoryRequirements;permissions;processorRequirements;releaseNotes;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;identifier;sameAs;url;review;softwareSuggestions;maintainer;continuousIntegration;buildInstructions;developmentStatus;embargoEndDate;funding;referencePublication;readme;hasSourceCode;isSourceCodeOf,15,61,name;@context;author;codeRepository;dateCreated;description;issueTracker;keywords;license;operatingSystem;programmingLanguage;relatedLink;runtimePlatform;softwareRequirements;type
mpadge/jsonschema,,https://github.com/mpadge/jsonschema,2,0,2023-03-14T12:26:10+00:00,2024-03-04T12:08:08+00:00,C++,MIT,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.17307692307692307,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;relatedLink;review;continuousIntegration;buildInstructions;embargoEndDate;funding;issueTracker;referencePublication;readme;hasSourceCode;isSourceCodeOf,18,61,@context;@type;identifier;description;name;license;version;programmingLanguage;runtimePlatform;author;copyrightHolder;maintainer;softwareSuggestions;softwareRequirements;fileSize;codeRepository;contIntegration;developmentStatus
rOpenGov/giscoR,,https://github.com/rOpenGov/giscoR,75,1,2020-09-23T19:40:44+00:00,2025-03-26T16:50:57+00:00,R,GPL-3.0,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.34615384615384615,targetProduct;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;softwareHelp;softwareVersion;storageRequirements;supportingData;contributor;copyrightYear;editor;encoding;fileFormat;funder;producer;publisher;sponsor;isAccessibleForFree;hasPart;position;sameAs;url;review;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,27,61,@context;@type;identifier;description;name;relatedLink;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;provider;author;copyrightHolder;maintainer;softwareSuggestions;softwareRequirements;applicationCategory;isPartOf;keywords;fileSize;citation;releaseNotes;readme;contIntegration;developmentStatus
NanoComp/meep,,https://github.com/NanoComp/meep,1343,669,2014-03-28T18:59:52+00:00,2025-03-27T19:20:57+00:00,C++,GPL-2.0,codemeta.json,found,,True,,1.0,,True,,1.0,,0.11538461538461539,runtimePlatform;targetProduct;applicationCategory;applicationSubCategory;fileSize;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareRequirements;softwareVersion;storageRequirements;supportingData;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;identifier;sameAs;relatedLink;review;softwareSuggestions;maintainer;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;readme;hasSourceCode;isSourceCodeOf,16,61,@context;@type;name;description;url;codeRepository;issueTracker;license;citation;author;developmentStatus;downloadUrl;version;dateCreated;datePublished;programmingLanguage
ropensci/rangr,,https://github.com/ropensci/rangr,2,1,2023-05-26T15:19:43+00:00,2025-03-04T18:57:20+00:00,R,NOASSERTION,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.21153846153846154,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareVersion;storageRequirements;supportingData;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;review;continuousIntegration;buildInstructions;developmentStatus;embargoEndDate;funding;referencePublication;readme;hasSourceCode;isSourceCodeOf,19,61,@context;@type;identifier;description;name;relatedLink;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;provider;author;maintainer;softwareSuggestions;softwareRequirements;fileSize;citation
ropensci/DataSpaceR,,https://github.com/ropensci/DataSpaceR,5,3,2017-04-25T22:53:52+00:00,2025-02-20T23:25:10+00:00,R,,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,False,"Validation Error: ['https://www.repostatus.org/#active', 'https://lifecycle.r-lib.org/articles/stages.html'] is not of type 'string' (Path: developmentStatus)",0.8888888888888888,datePublished/Modified/Created,0.3076923076923077,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightYear;editor;encoding;fileFormat;funder;producer;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,25,61,@context;@type;identifier;description;name;relatedLink;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;provider;author;copyrightHolder;maintainer;softwareSuggestions;softwareRequirements;fileSize;releaseNotes;readme;contIntegration;developmentStatus;review;keywords
willgryan/PAVER,,https://github.com/willgryan/PAVER,1,2,2023-04-02T05:13:14+00:00,2024-07-26T04:57:25+00:00,R,GPL-3.0,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.15384615384615385,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;relatedLink;review;continuousIntegration;buildInstructions;developmentStatus;embargoEndDate;funding;issueTracker;referencePublication;hasSourceCode;isSourceCodeOf,17,61,@context;@type;identifier;description;name;license;version;programmingLanguage;runtimePlatform;author;maintainer;softwareSuggestions;softwareRequirements;fileSize;codeRepository;readme;contIntegration
rreinecke/global-gradient-based-groundwater-model,,https://github.com/rreinecke/global-gradient-based-groundwater-model,8,5,2017-11-06T08:29:12+00:00,2024-10-14T08:02:54+00:00,C++,GPL-3.0,codemeta.json,found,,True,,0.8888888888888888,name,False,Validation Error: 'name' is a required property (Path: ),0.8888888888888888,name,0.038461538461538464,programmingLanguage;runtimePlatform;targetProduct;applicationCategory;applicationSubCategory;downloadUrl;fileSize;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareRequirements;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;relatedLink;review;softwareSuggestions;maintainer;continuousIntegration;buildInstructions;developmentStatus;embargoEndDate;funding;issueTracker;referencePublication;readme;hasSourceCode;isSourceCodeOf,13,61,@context;@type;author;identifier;codeRepository;datePublished;dateModified;dateCreated;description;keywords;license;title;version
mscroggs/pyfax,,https://github.com/mscroggs/pyfax,6,1,2022-06-10T08:26:03+00:00,2024-06-01T11:29:48+00:00,Python,MIT,codemeta.json,found,,True,,0.8888888888888888,name,False,Validation Error: 'name' is a required property (Path: ),0.8888888888888888,name,0.038461538461538464,programmingLanguage;runtimePlatform;targetProduct;applicationCategory;applicationSubCategory;downloadUrl;fileSize;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareRequirements;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;relatedLink;review;softwareSuggestions;maintainer;continuousIntegration;buildInstructions;developmentStatus;embargoEndDate;funding;issueTracker;referencePublication;readme;hasSourceCode;isSourceCodeOf,13,61,@context;@type;author;identifier;codeRepository;datePublished;dateModified;dateCreated;description;keywords;license;title;version
UrbanAnalyst/naturoute,,https://github.com/UrbanAnalyst/naturoute,2,0,2024-06-03T12:23:18+00:00,2024-06-07T14:56:23+00:00,C++,,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.17307692307692307,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;relatedLink;review;softwareSuggestions;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,18,61,@context;@type;identifier;description;name;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;author;maintainer;softwareRequirements;fileSize;readme;contIntegration;developmentStatus
UrbanAnalyst/us-hardship-index,,https://github.com/UrbanAnalyst/us-hardship-index,1,0,2023-09-18T16:21:30+00:00,2024-08-21T09:02:26+00:00,R,,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.17307692307692307,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;keywords;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;relatedLink;review;softwareSuggestions;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,18,61,@context;@type;identifier;description;name;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;author;maintainer;softwareRequirements;fileSize;readme;contIntegration;developmentStatus
UrbanAnalyst/m4ra,,https://github.com/UrbanAnalyst/m4ra,16,2,2020-06-16T15:14:38+00:00,2025-02-13T12:17:54+00:00,R,,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.21153846153846154,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;funder;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;relatedLink;review;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,20,61,@context;@type;identifier;description;name;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;author;maintainer;softwareSuggestions;softwareRequirements;fileSize;readme;contIntegration;developmentStatus;keywords
adamhsparks/ChickpeaAscoDispersal,,https://github.com/adamhsparks/ChickpeaAscoDispersal,3,1,2020-02-18T01:27:45+00:00,2024-05-04T04:21:45+00:00,R,,codemeta.json,found,,True,,0.8888888888888888,datePublished/Modified/Created,True,,0.8888888888888888,datePublished/Modified/Created,0.25,targetProduct;applicationCategory;applicationSubCategory;downloadUrl;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareVersion;storageRequirements;supportingData;copyrightHolder;copyrightYear;editor;encoding;fileFormat;keywords;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;relatedLink;review;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;hasSourceCode;isSourceCodeOf,21,61,@context;@type;identifier;description;name;codeRepository;issueTracker;license;version;programmingLanguage;runtimePlatform;author;contributor;funder;maintainer;softwareSuggestions;softwareRequirements;fileSize;citation;readme;developmentStatus
gemini3d/gemini3d,,https://github.com/gemini3d/gemini3d,54,30,2018-08-31T17:07:22+00:00,2025-03-09T20:59:00+00:00,Fortran,Apache-2.0,codemeta.json,found,,True,,0.7777777777777778,version;datePublished/Modified/Created,True,,0.7777777777777778,version;datePublished/Modified/Created,0.15384615384615385,runtimePlatform;targetProduct;applicationSubCategory;fileSize;installUrl;memoryRequirements;operatingSystem;permissions;processorRequirements;releaseNotes;softwareHelp;softwareRequirements;softwareVersion;storageRequirements;supportingData;citation;contributor;copyrightHolder;copyrightYear;editor;encoding;fileFormat;producer;provider;publisher;sponsor;isAccessibleForFree;isPartOf;hasPart;position;sameAs;url;relatedLink;review;softwareSuggestions;maintainer;continuousIntegration;buildInstructions;embargoEndDate;funding;referencePublication;readme;hasSourceCode;isSourceCodeOf,16,61,@context;@type;license;codeRepository;contIntegration;downloadUrl;issueTracker;name;identifier;description;applicationCategory;developmentStatus;funder;keywords;programmingLanguage;author
